country,attained_grade,age_group,adminregion,year,adminregionname,category,literacy_rate
Afghanistan,5,40to49,SAS,2015,South Asia (excluding high income),Female,0.06411145627498627
Armenia,5,15to19,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9991359710693359
Armenia,5,20to29,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9961900115013123
Armenia,5,30to39,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9981155395507812
Armenia,5,40to49,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9969507455825806
Angola,5,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.708627462387085
Angola,5,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.6240367889404297
Angola,5,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.4566314220428467
Angola,5,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.34460005164146423
Burkina Faso,5,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.3494095802307129
Burkina Faso,5,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.21533918380737305
Burkina Faso,5,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.13292938470840454
Burkina Faso,5,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.08809568732976913
Azerbaijan,5,15to19,ECA,2006,Europe and Central Asia (excluding high income),Female,0.953352689743042
Azerbaijan,5,20to29,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9725949764251709
Azerbaijan,5,30to39,ECA,2006,Europe and Central Asia (excluding high income),Female,0.979971706867218
Azerbaijan,5,40to49,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9774050116539001
Bulgaria,5,15to19,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8419380187988281
Bulgaria,5,20to29,ECA,2001,Europe and Central Asia (excluding high income),Female,0.917438268661499
Bulgaria,5,30to39,ECA,2001,Europe and Central Asia (excluding high income),Female,0.9498374462127686
Bulgaria,5,40to49,ECA,2001,Europe and Central Asia (excluding high income),Female,0.938681423664093
Bangladesh,6,15to19,SAS,2019,South Asia (excluding high income),Female,0.8495252132415771
Bangladesh,6,20to29,SAS,2019,South Asia (excluding high income),Female,0.7071635127067566
Bangladesh,6,30to39,SAS,2019,South Asia (excluding high income),Female,0.4880286157131195
Bangladesh,6,40to49,SAS,2019,South Asia (excluding high income),Female,0.27132269740104675
Benin,6,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.46693822741508484
Benin,6,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.31678009033203125
Benin,6,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.13919194042682648
Benin,6,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.09172995388507843
Albania,6,15to19,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9664534330368042
Albania,6,20to29,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9600083827972412
Albania,6,30to39,ECA,2017,Europe and Central Asia (excluding high income),Female,0.933281421661377
Albania,6,40to49,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9650577306747437
Burundi,6,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.5771132707595825
Burundi,6,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.4226163625717163
Burundi,6,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.2817661166191101
Burundi,6,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.19168062508106232
Afghanistan,6,15to19,SAS,2015,South Asia (excluding high income),Female,0.39187005162239075
Afghanistan,6,20to29,SAS,2015,South Asia (excluding high income),Female,0.21406963467597961
Afghanistan,6,30to39,SAS,2015,South Asia (excluding high income),Female,0.07027550786733627
Afghanistan,6,40to49,SAS,2015,South Asia (excluding high income),Female,0.05526047199964523
Armenia,6,15to19,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9963672161102295
Armenia,6,20to29,ECA,2015,Europe and Central Asia (excluding high income),Female,0.994178831577301
Armenia,6,30to39,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9970220327377319
Armenia,6,40to49,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9969507455825806
Angola,6,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.6029425263404846
Angola,6,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.5584014654159546
Angola,6,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.389091432094574
Angola,6,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.27932170033454895
Burkina Faso,6,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.2751099765300751
Burkina Faso,6,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.16809937357902527
Burkina Faso,6,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.10028725862503052
Burkina Faso,6,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.06484565138816833
Azerbaijan,6,15to19,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9442403316497803
Azerbaijan,6,20to29,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9602875113487244
Azerbaijan,6,30to39,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9776736497879028
Azerbaijan,6,40to49,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9742780923843384
Bulgaria,6,15to19,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8387609124183655
Bulgaria,6,20to29,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8969907164573669
Bulgaria,6,30to39,ECA,2001,Europe and Central Asia (excluding high income),Female,0.9382257461547852
Bulgaria,6,40to49,ECA,2001,Europe and Central Asia (excluding high income),Female,0.923005998134613
Bangladesh,7,15to19,SAS,2019,South Asia (excluding high income),Female,0.7945350408554077
Bangladesh,7,20to29,SAS,2019,South Asia (excluding high income),Female,0.6465193629264832
Bangladesh,7,30to39,SAS,2019,South Asia (excluding high income),Female,0.4330623745918274
Bangladesh,7,40to49,SAS,2019,South Asia (excluding high income),Female,0.24080030620098114
Benin,7,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.3815852999687195
Benin,7,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.27196934819221497
Benin,7,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.12000326067209244
Benin,7,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.07321016490459442
Albania,7,15to19,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9654881954193115
Albania,7,20to29,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9583005905151367
Albania,7,30to39,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9280163049697876
Albania,7,40to49,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9640019536018372
Burundi,7,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.39510244131088257
Burundi,7,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.2847873866558075
Burundi,7,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.11590742319822311
Burundi,7,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.056507185101509094
Afghanistan,7,15to19,SAS,2015,South Asia (excluding high income),Female,0.3320462703704834
Afghanistan,7,20to29,SAS,2015,South Asia (excluding high income),Female,0.18746747076511383
Afghanistan,7,30to39,SAS,2015,South Asia (excluding high income),Female,0.05797409266233444
Afghanistan,7,40to49,SAS,2015,South Asia (excluding high income),Female,0.04528731852769852
Armenia,7,15to19,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9963672161102295
Armenia,7,20to29,ECA,2015,Europe and Central Asia (excluding high income),Female,0.994178831577301
Armenia,7,30to39,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9963386654853821
Armenia,7,40to49,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9960722923278809
Angola,7,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.4714960753917694
Angola,7,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.48863479495048523
Angola,7,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.32437029480934143
Angola,7,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.2306477129459381
Burkina Faso,7,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.20339997112751007
Burkina Faso,7,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.1318005621433258
Burkina Faso,7,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.0772307887673378
Burkina Faso,7,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.04873482137918472
Azerbaijan,7,15to19,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9378396272659302
Azerbaijan,7,20to29,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9508772492408752
Azerbaijan,7,30to39,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9739642143249512
Azerbaijan,7,40to49,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9731074571609497
Bulgaria,7,15to19,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8006353974342346
Bulgaria,7,20to29,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8850308656692505
Bulgaria,7,30to39,ECA,2001,Europe and Central Asia (excluding high income),Female,0.919182538986206
Bulgaria,7,40to49,ECA,2001,Europe and Central Asia (excluding high income),Female,0.9036422371864319
Bangladesh,8,15to19,SAS,2019,South Asia (excluding high income),Female,0.6815492510795593
Bangladesh,8,20to29,SAS,2019,South Asia (excluding high income),Female,0.5540596842765808
Bangladesh,8,30to39,SAS,2019,South Asia (excluding high income),Female,0.3606295585632324
Bangladesh,8,40to49,SAS,2019,South Asia (excluding high income),Female,0.20319315791130066
Benin,8,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.3019082248210907
Benin,8,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.23519571125507355
Benin,8,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.10551297664642334
Benin,8,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.057829633355140686
Albania,8,15to19,ECA,2017,Europe and Central Asia (excluding high income),Female,0.963819146156311
Albania,8,20to29,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9547854661941528
Albania,8,30to39,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9219268560409546
Albania,8,40to49,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9608123302459717
Burundi,8,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.2506798207759857
Burundi,8,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.2532178461551666
Burundi,8,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.10105076432228088
Burundi,8,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.05020492151379585
Afghanistan,8,15to19,SAS,2015,South Asia (excluding high income),Female,0.27642393112182617
Afghanistan,8,20to29,SAS,2015,South Asia (excluding high income),Female,0.17162956297397614
Afghanistan,8,30to39,SAS,2015,South Asia (excluding high income),Female,0.05177731066942215
Afghanistan,8,40to49,SAS,2015,South Asia (excluding high income),Female,0.04173434153199196
Armenia,8,15to19,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9953550696372986
Armenia,8,20to29,ECA,2015,Europe and Central Asia (excluding high income),Female,0.994178831577301
Armenia,8,30to39,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9939383864402771
Armenia,8,40to49,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9960722923278809
Angola,8,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.33872175216674805
Angola,8,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.41527026891708374
Angola,8,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.2750931680202484
Angola,8,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.19271570444107056
Burkina Faso,8,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.14179553091526031
Burkina Faso,8,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.11511855572462082
Burkina Faso,8,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.07004839926958084
Burkina Faso,8,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.044664978981018066
Azerbaijan,8,15to19,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9278504848480225
Azerbaijan,8,20to29,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9432563781738281
Azerbaijan,8,30to39,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9723126888275146
Azerbaijan,8,40to49,ECA,2006,Europe and Central Asia (excluding high income),Female,0.9705607891082764
Bulgaria,8,15to19,ECA,2001,Europe and Central Asia (excluding high income),Female,0.7140587568283081
Bulgaria,8,20to29,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8364197611808777
Bulgaria,8,30to39,ECA,2001,Europe and Central Asia (excluding high income),Female,0.87738037109375
Bulgaria,8,40to49,ECA,2001,Europe and Central Asia (excluding high income),Female,0.8727524280548096
Bangladesh,9,15to19,SAS,2019,South Asia (excluding high income),Female,0.5326662659645081
Bangladesh,9,20to29,SAS,2019,South Asia (excluding high income),Female,0.44759276509284973
Bangladesh,9,30to39,SAS,2019,South Asia (excluding high income),Female,0.27969393134117126
Bangladesh,9,40to49,SAS,2019,South Asia (excluding high income),Female,0.15741987526416779
Benin,9,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.20721934735774994
Benin,9,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.19638827443122864
Benin,9,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.08470939099788666
Benin,9,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),Female,0.04290793463587761
Albania,9,15to19,ECA,2017,Europe and Central Asia (excluding high income),Female,0.9222185015678406
Albania,9,20to29,ECA,2017,Europe and Central Asia (excluding high income),Female,0.757371187210083
Albania,9,30to39,ECA,2017,Europe and Central Asia (excluding high income),Female,0.47284799814224243
Albania,9,40to49,ECA,2017,Europe and Central Asia (excluding high income),Female,0.5328874588012695
Burundi,9,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.13228127360343933
Burundi,9,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.21903963387012482
Burundi,9,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.09146048873662949
Burundi,9,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),Female,0.04436309635639191
Afghanistan,9,15to19,SAS,2015,South Asia (excluding high income),Female,0.2154417484998703
Afghanistan,9,20to29,SAS,2015,South Asia (excluding high income),Female,0.15491946041584015
Afghanistan,9,30to39,SAS,2015,South Asia (excluding high income),Female,0.04392852261662483
Afghanistan,9,40to49,SAS,2015,South Asia (excluding high income),Female,0.03840883821249008
Armenia,9,15to19,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9354099035263062
Armenia,9,20to29,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9653462171554565
Armenia,9,30to39,ECA,2015,Europe and Central Asia (excluding high income),Female,0.9485292434692383
Armenia,9,40to49,ECA,2015,Europe and Central Asia (excluding high income),Female,0.94940584897995
Angola,9,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.22154948115348816
Angola,9,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.3465723991394043
Angola,9,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.23109014332294464
Angola,9,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),Female,0.15118075907230377
Burkina Faso,9,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.0809699147939682
Burkina Faso,9,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.09846833348274231
Burkina Faso,9,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.059189897030591965
Burkina Faso,9,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),Female,0.04089650884270668
Azerbaijan,9,15to19,ECA,2006,Europe and Central Asia (excluding high income),Female,0.8661423325538635
Azerbaijan,9,20to29,ECA,2006,Europe and Central Asia (excluding high income),Female,0.8643231391906738
Azerbaijan,9,30to39,ECA,2006,Europe and Central Asia (excluding high income),Female,0.8670194745063782
Azerbaijan,9,40to49,ECA,2006,Europe and Central Asia (excluding high income),Female,0.864238977432251
Bulgaria,9,15to19,ECA,2001,Europe and Central Asia (excluding high income),Female,0.48848292231559753
Bulgaria,9,20to29,ECA,2001,Europe and Central Asia (excluding high income),Female,0.6446759104728699
Bulgaria,9,30to39,ECA,2001,Europe and Central Asia (excluding high income),Female,0.7278216481208801
Bulgaria,9,40to49,ECA,2001,Europe and Central Asia (excluding high income),Female,0.7141540050506592
Bangladesh,1,15to19,SAS,2019,South Asia (excluding high income),MalUrb,0.9526955485343933
Bangladesh,1,20to29,SAS,2019,South Asia (excluding high income),MalUrb,0.9291285276412964
Bangladesh,1,30to39,SAS,2019,South Asia (excluding high income),MalUrb,0.868365466594696
Bangladesh,1,40to49,SAS,2019,South Asia (excluding high income),MalUrb,0.7777671813964844
Benin,1,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.8775860667228699
Benin,1,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.8109734654426575
Benin,1,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.6857371926307678
Benin,1,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.6311402320861816
Albania,1,15to19,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9870569705963135
Albania,1,20to29,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9858368635177612
Albania,1,30to39,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9822436571121216
Albania,1,40to49,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.991887092590332
Burundi,1,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.9682523608207703
Burundi,1,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.9078032374382019
Burundi,1,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.870804488658905
Burundi,1,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.8401470184326172
Afghanistan,1,15to19,SAS,2015,South Asia (excluding high income),MalUrb,0.9259681105613708
Afghanistan,1,20to29,SAS,2015,South Asia (excluding high income),MalUrb,0.7880542874336243
Afghanistan,1,30to39,SAS,2015,South Asia (excluding high income),MalUrb,0.6526627540588379
Afghanistan,1,40to49,SAS,2015,South Asia (excluding high income),MalUrb,0.6107128262519836
Armenia,1,15to19,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9972405433654785
Armenia,1,20to29,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9978798627853394
Armenia,1,30to39,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9973681569099426
Armenia,1,40to49,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9988687038421631
Angola,1,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9758665561676025
Angola,1,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9624917507171631
Angola,1,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9544045329093933
Angola,1,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9522130489349365
Burkina Faso,1,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.8590541481971741
Burkina Faso,1,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.7846882343292236
Burkina Faso,1,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.6806603670120239
Burkina Faso,1,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.5336270332336426
Azerbaijan,1,15to19,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9971882104873657
Azerbaijan,1,20to29,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9952049851417542
Azerbaijan,1,30to39,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9945887923240662
Azerbaijan,1,40to49,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9979845285415649
Bulgaria,1,15to19,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9620733261108398
Bulgaria,1,20to29,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.992414653301239
Bulgaria,1,30to39,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9886605143547058
Bulgaria,1,40to49,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9965132474899292
Bangladesh,2,15to19,SAS,2019,South Asia (excluding high income),MalUrb,0.9405621886253357
Bangladesh,2,20to29,SAS,2019,South Asia (excluding high income),MalUrb,0.915798008441925
Bangladesh,2,30to39,SAS,2019,South Asia (excluding high income),MalUrb,0.8467783331871033
Bangladesh,2,40to49,SAS,2019,South Asia (excluding high income),MalUrb,0.7609809041023254
Benin,2,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.8707966804504395
Benin,2,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.8031855225563049
Benin,2,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.673724353313446
Benin,2,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.6163562536239624
Albania,2,15to19,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9847057461738586
Albania,2,20to29,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9858368635177612
Albania,2,30to39,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9801096320152283
Albania,2,40to49,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9900712370872498
Burundi,2,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.9579556584358215
Burundi,2,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.9030649662017822
Burundi,2,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.8679800629615784
Burundi,2,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.8378686904907227
Afghanistan,2,15to19,SAS,2015,South Asia (excluding high income),MalUrb,0.9257199764251709
Afghanistan,2,20to29,SAS,2015,South Asia (excluding high income),MalUrb,0.7835134267807007
Afghanistan,2,30to39,SAS,2015,South Asia (excluding high income),MalUrb,0.6524302363395691
Afghanistan,2,40to49,SAS,2015,South Asia (excluding high income),MalUrb,0.6060524582862854
Armenia,2,15to19,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9972405433654785
Armenia,2,20to29,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9978798627853394
Armenia,2,30to39,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9973681569099426
Armenia,2,40to49,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9988687038421631
Angola,2,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9740256071090698
Angola,2,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9616021513938904
Angola,2,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9519282579421997
Angola,2,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9473584294319153
Burkina Faso,2,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.8485496044158936
Burkina Faso,2,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.7793096303939819
Burkina Faso,2,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.670822024345398
Burkina Faso,2,40to49,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.5248715877532959
Azerbaijan,2,15to19,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9971882104873657
Azerbaijan,2,20to29,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9952049851417542
Azerbaijan,2,30to39,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9945887923240662
Azerbaijan,2,40to49,ECA,2006,Europe and Central Asia (excluding high income),MalUrb,0.9979845285415649
Bulgaria,2,15to19,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9620733261108398
Bulgaria,2,20to29,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9892541170120239
Bulgaria,2,30to39,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9886605143547058
Bulgaria,2,40to49,ECA,2001,Europe and Central Asia (excluding high income),MalUrb,0.9965132474899292
Bangladesh,3,15to19,SAS,2019,South Asia (excluding high income),MalUrb,0.9060532450675964
Bangladesh,3,20to29,SAS,2019,South Asia (excluding high income),MalUrb,0.8805738687515259
Bangladesh,3,30to39,SAS,2019,South Asia (excluding high income),MalUrb,0.8180084824562073
Bangladesh,3,40to49,SAS,2019,South Asia (excluding high income),MalUrb,0.7365256547927856
Benin,3,15to19,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.8488143682479858
Benin,3,20to29,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.7795707583427429
Benin,3,30to39,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.6327630877494812
Benin,3,40to49,SSA,2017,Sub-Saharan Africa (excluding high income),MalUrb,0.551433801651001
Albania,3,15to19,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9825336933135986
Albania,3,20to29,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9847461581230164
Albania,3,30to39,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9765381813049316
Albania,3,40to49,ECA,2017,Europe and Central Asia (excluding high income),MalUrb,0.9895448088645935
Burundi,3,15to19,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.9428858757019043
Burundi,3,20to29,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.8796809315681458
Burundi,3,30to39,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.8437824249267578
Burundi,3,40to49,SSA,2016,Sub-Saharan Africa (excluding high income),MalUrb,0.8205838203430176
Afghanistan,3,15to19,SAS,2015,South Asia (excluding high income),MalUrb,0.9120006561279297
Afghanistan,3,20to29,SAS,2015,South Asia (excluding high income),MalUrb,0.7667859792709351
Afghanistan,3,30to39,SAS,2015,South Asia (excluding high income),MalUrb,0.633346676826477
Afghanistan,3,40to49,SAS,2015,South Asia (excluding high income),MalUrb,0.5894603133201599
Armenia,3,15to19,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9972405433654785
Armenia,3,20to29,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9978798627853394
Armenia,3,30to39,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9971447587013245
Armenia,3,40to49,ECA,2015,Europe and Central Asia (excluding high income),MalUrb,0.9988687038421631
Angola,3,15to19,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9646374583244324
Angola,3,20to29,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.9572604298591614
Angola,3,30to39,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.945205807685852
Angola,3,40to49,SSA,2015,Sub-Saharan Africa (excluding high income),MalUrb,0.932202160358429
Burkina Faso,3,15to19,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.8325978517532349
Burkina Faso,3,20to29,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.7552529573440552
Burkina Faso,3,30to39,SSA,2010,Sub-Saharan Africa (excluding high income),MalUrb,0.6372472047805786
